well_id,well_name,lat,long,gse,aquifer_id
410110111574501,"(B- 3- 1) 4cdb- 4",41.0193881,-111.963275,4231.0,0
410110113581401,"(B- 4-19)36acc- 1",41.01937056,-113.9713972,4300.0,0
410111111570101,"(B- 3- 1) 4cda- 2",41.01966596,-111.9510524,4241.0,0
410111111580801,"(B- 3- 1) 5dda- 1",41.01966585,-111.969664,4226.0,0
410112111570101,"(B- 3- 1) 4cda- 1",41.0199437,-111.9510524,4242.0,0
410112111581501,"(B- 3- 1) 5ddb- 2",41.0199436,-111.9716086,4222.0,0
410112111581601,"(B- 3- 1) 5ddb- 3",41.0199436,-111.9718863,4223.0,0
410115111290001,"(A- 3- 4) 4ddb- 1",41.02077929,-111.4840904,5325.0,0
410116111402701,"(A- 3- 2) 1cac- 1",41.02105629,-111.6749323,5100.0,0
410121111222401,"(A- 3- 5)30bdc- 1",41.0224464,-111.3740853,6240.0,0
410122111424100,"(A- 3- 2) 4dbb- 1",41.02272277,-111.7121562,5120.0,0
410122111431301,"(A- 3- 2) 4daa- 1",41.0227227,-111.7210454,5210.0,0
410123113375201,"NB-BH-05",41.02294444,-113.6310833,4214.1,0
410125111432201,"(A- 3- 2) 4dab- 1",41.02355605,-111.7235456,5140.0,0
410126111292901,"(A- 3- 4) 4add- 1",41.02383477,-111.4921464,5310.0,0
410130111281901,"(A- 3- 4) 3add- 1",41.02494594,-111.472701,5690.0,0
410130113042001,"(B- 3-11) 3ad - 1",41.02493186,-113.0730387,4500.0,0
410131111433001,"(A- 3- 2) 4acd- 1",41.02522268,-111.7257679,5095.0,0
410135111431600,"(A- 3- 2) 4ada- 1",41.02633379,-111.7218788,5180.0,0
410135111580001,"(B- 3- 1) 4bca- 2",41.02633255,-111.9674418,4240.0,0
410138111432001,"(A- 3- 2) 4adb- 1",41.0271671,-111.72299,5100.0,0
410140111580301,"(B- 3- 1) 5aad- 1",41.0277214,-111.968275,4231.0,0
410141111452301,"(A- 3- 2) 5bbc- 1",41.02800028,-111.757158,5480.0,0
410145111431200,"(A- 3- 2) 4aad- 2",41.0291115,-111.7207677,5080.0,0
410145111535801,"(B- 3- 1) 1abc- 1",41.02911067,-111.9002176,4670.0,0
410145111543001,"(B- 3- 1) 1bbc- 1",41.0291106,-111.9091068,4555.0,0
410146111431100,"(A- 3- 2) 4aad- 1",41.0293893,-111.7204899,5085.0,0
410150111294801,"(A- 3- 4) 4aba- 1",41.0305013,-111.4974244,5320.0,0
410150111571501,"(B- 3- 1) 4aba- 3",41.03049929,-111.9549414,4272.0,0
410151111413601,"(A- 3- 2) 2bab- 1",41.03077827,-111.6940999,5060.0,0
410153111295601,"(A- 4- 4)33dcc- 1",41.0313346,-111.4996467,5316.0,0
410155111593701,"(B- 4- 1)31dcd- 2",41.031888,-111.9943869,4221.0,0
410158111430201,"(A- 4- 2)34ccc- 1",41.03272259,-111.7179898,5080.0,0
410159111405700,"(A- 4- 2)35dda- 1",41.0330005,-111.683266,5060.0,0
410159111415201,"(A- 4- 2)35ccc- 1",41.0330004,-111.6985445,5070.0,0
410200111582401,"(B- 4- 1)32dca- 1",41.03327699,-111.9741086,4252.0,0
410204111565401,"(B- 4- 1)34cbc- 3",41.0343882,-111.9491079,4295.5,0
410205111425900,"(A- 4- 2)34ccb- 3",41.034667,-111.7171565,5060.0,0
410212111403501,"(A- 4- 2)36cbd- 1",41.03661158,-111.6771547,5070.0,0
410215111423900,"(A- 4- 2)34caa- 1",41.03744476,-111.7116007,5040.0,0
410216111394001,"(A- 4- 3)31cbb- 1",41.0377227,-111.6618762,5075.0,0
410217111581201,"(B- 4- 1)32daa- 2",41.0379992,-111.9707752,4281.0,0
410220111320901,"(A- 4- 3)31bcc- 1",41.0383333,-111.661111,5080.0,0
410220111553001,"(B- 4- 1)35bda- 1",41.0404994,-111.922996,4525.0,0
410222111560001,"(B- 4- 1)34adc- 2",41.03938828,-111.9341075,4405.0,0
410224111430101,"(A- 4- 2)34bcc- 1",41.03994469,-111.717712,5040.0,0
410227113553101,"(B- 4-18)20ddd- 1",41.04075958,-113.9261186,4241.5,0
410232111404001,"(A- 4- 2)36bca- 1",41.042167,-111.6785437,5060.0,0
410234111401601,"(A- 4- 2)36bad- 1",41.0427226,-111.6718767,5070.0,0
410235111375001,"(A- 4- 3)32abc- 1",41.04300055,-111.6313193,5150.0,0
410235111432000,"(A- 4- 2)33aac- 1",41.04300017,-111.7229901,5037.0,0
410237111374101,"(A- 4- 3)32abd- 1",41.0435561,-111.6288192,5180.0,0
410237111432500,"(A- 4- 2)33abd- 2",41.0435557,-111.724379,4840.0,0
410240111432901,"(A- 4- 2)33aba- 1",41.044389,-111.7254902,5030.0,0
410241113324301,"NB-BH-06",41.04480556,-113.5454722,4213.0,0
410243111421201,"(A- 4- 2)34aab- 1",41.0452224,-111.7041004,5025.0,0
410243111544501,"(B- 4- 1)35aaa- 2",41.04522169,-111.9132736,4600.0,0
410243111590601,"(B- 4- 1)32bbb- 1",41.0452214,-111.9857755,4272.0,0
410243113334901,"NB-MW12A",41.04516667,-113.5635278,4213.2,0
410243113334902,"NB-MW12B",41.04519444,-113.5635,4213.2,0
410243113334903,"NB-MW12C",41.04516667,-113.5635,4213.2,0
410243113334904,"NB-BH-04",41.04516667,-113.5635,4216.1,0
410243113334905,"NB-BH-22",41.04527778,-113.563611,4216.0,0
410245111432801,"(A- 4- 2)28dcd- 1",41.0457779,-111.7252125,5020.0,0
410245111582701,"(B- 4- 1)29dcd- 2",41.045777,-111.9749419,4302.0,0
410245111591001,"(B- 4- 1)29ccc- 2",41.04577699,-111.9868867,4271.0,0
410245112002501,"(B- 4- 2)25ddd- 1",41.04577689,-112.0077205,4245.0,0
410247111414901,"(A- 4- 2)26ccd- 1",41.04633356,-111.6977112,5030.0,0
410254111565301,"(B- 4- 1)27ccb- 1",41.0482771,-111.94883,4335.0,0
410300112002501,"(B- 4- 2)25dad- 1",41.04994358,-112.0077205,4260.0,0
410306111590200,"(B- 4- 1)29cba- 1",41.05161036,-111.9846644,4295.0,0
410308111561801,"(B- 4- 1)27dbb- 1",41.05216605,-111.9391076,4405.0,0
410309112553101,"(B- 4-10)25bdc- 1",41.05243245,-112.92609,4450.0,0
410309113580001,"(B- 4-19)24abd- 1",41.0524259,-113.9675084,4276.0,0
410310111583701,"(B- 4- 1)29dbb- 1",41.05272149,-111.9777197,4310.0,0
410313111434201,"(A- 4- 2)28acc- 1",41.0535555,-111.7291016,5020.0,0
410313112555401,"(B- 4-10)26ada- 1",41.0535435,-112.9324792,4419.0,0
410314111561201,"(B- 4- 1)27acd- 1",41.0538327,-111.9374409,4410.0,0
410314112554601,"(B- 4-10)25bcb- 1",41.05382129,-112.9302569,4435.0,0
410315111320001,"(A- 4- 4)19dca- 1",41.05411188,-111.5340928,5260.0,0
410316111314901,"(A- 4- 4)19dda- 1",41.05438967,-111.531037,5260.0,0
410318111403000,"(A- 4- 2)25bdb- 1",41.0549446,-111.6757658,5245.0,0
410323112555601,"(B- 4-10)26aad- 1",41.0563212,-112.9330348,4425.0,0
410324111574301,"(B- 4- 1)28bac- 2",41.0566104,-111.9627193,4341.0,0
410324113553201,"(B- 4-18)17ddd- 1",41.0565928,-113.9263965,4241.12,0
410325111434900,"(A- 4- 2)28bad- 1",41.0568888,-111.7310461,5030.0,0
410327112013201,"(B- 4- 2)26aad- 2",41.05744348,-112.026332,4262.0,0
410328111353201,"(A- 4- 3)27abd- 1",41.05772269,-111.5929843,5180.0,0
410328111440601,"(A- 4- 2)28bbd- 2",41.0577221,-111.7357686,5060.0,0
410328111440701,"(A- 4- 2)28bbd- 1",41.0577221,-111.7360464,5080.0,0
410332112013001,"(B- 4- 2)25bbb- 1",41.05883238,-112.0257764,4268.0,0
410332112553501,"(B- 4-10)25bac- 1",41.0588212,-112.9272013,4430.0,0
410333111411601,"(A- 4- 2)26abd- 1",41.05911116,-111.6885442,5120.0,0
410333111414501,"(A- 4- 2)26bba- 1",41.0591111,-111.6966001,5075.0,0
410334111555501,"(B- 4- 1)27adb- 2",41.05938829,-111.9327185,4480.0,0
410335112010701,"(B- 4- 2)25bab- 1",41.05966577,-112.0193874,4283.0,0
410335112013201,"(B- 4- 2)26aaa- 2",41.0596657,-112.026332,4272.0,0
410336112004401,"(B- 4- 2)25aba- 2",41.0599436,-112.0129984,4290.0,0
410336112012201,"(B- 4- 2)25bba- 2",41.0599435,-112.0235541,4277.0,0
410336112013001,"(B- 4- 2)25bbb- 2",41.0599435,-112.0257764,4274.0,0
410336113313601,"NB-BH-07",41.05991667,-113.5265556,4213.0,0
410337111352501,"(A- 4- 3)22dcd- 1",41.06022266,-111.5910398,5200.0,0
410337112000001,"(B- 4- 1)19cdc- 1",41.06022148,-112.0007759,4305.55,0
410337112000501,"(B- 4- 1)30bba- 1",41.06022147,-112.0021648,4301.45,0
410337112022001,"(B- 4- 2)26bab- 1",41.06022117,-112.0396655,4247.0,0
410337112561301,"(B- 4-10)23dcd- 1",41.06021,-112.9377572,4389.34,0
410339111554301,"(B- 4- 1)23ccc- 1",41.06077718,-111.9293851,4520.0,0
410339112020201,"(B- 4- 2)23dcc- 1",41.06077677,-112.0346654,4262.0,0
410339112020301,"(B- 4- 2)23dcc- 2",41.06077677,-112.0349432,4263.0,0
410339112021301,"(B- 4- 2)23cdd- 2",41.06077675,-112.037721,4254.0,0
410340112030001,"(B- 4- 2)27aba- 1",41.0597222,-112.0520278,4232.0,0
410340112560701,"(B- 4-10)23ddb- 1",41.06104337,-112.9360905,4391.26,0
410343111555201,"(B- 4- 1)22dda- 1",41.06191884,-111.9317852,4515.0,0
