time,soilw,soilw_yr01,soilw_yr03,soilw_yr05,soilw_yr10
1957-01-01,120.18176,131.88332375,131.56360122222222,130.90393244999999,
1957-02-01,125.22587,126.47018375,132.19585066666664,129.65815478333332,
1957-03-01,133.29108,122.72484208333334,132.59045830555556,128.33174561666667,
1957-04-01,162.3727,122.10857291666666,133.5319341388889,127.18596228333332,
1957-05-01,199.54924,124.61090458333332,135.59183219444446,126.77563628333333,
1957-06-01,207.27278,129.55435041666667,137.87409441666668,126.91853961666668,
1957-07-01,177.02284,133.68857666666668,139.60262969444443,127.18908811666667,
1957-08-01,149.045,137.45397666666665,140.93314247222222,127.55861928333334,
1957-09-01,125.746704,140.67819533333332,141.73773591666665,127.91611501666667,
1957-10-01,117.06402,142.78309783333333,142.0831349722222,128.39165318333332,
1957-11-01,123.489845,145.11963158333333,142.306879,128.91998976666667,
1957-12-01,131.09314,147.61291491666665,142.61962705555555,129.45066043333333,129.63677200833334
1958-01-01,131.4503,148.55195991666668,142.73236788888892,129.82576143333333,130.22897986666666
1958-02-01,144.20059,150.13318658333333,142.36320122222222,130.29988459999998,130.8921792
1958-03-01,168.90483,153.10099908333333,142.3841312222222,131.20967276666667,131.59541645
1958-04-01,179.94957,154.56573825,142.96968983333332,132.03585326666666,132.25898253333332
1958-05-01,163.64102,151.57338658333333,143.2021653888889,132.4000886,132.86007145
1958-06-01,131.85637,145.28868574999998,142.71380566666667,132.52190543333333,133.09510453333334
1958-07-01,104.33069,139.23100658333334,141.82139983333334,132.33579976666667,133.13704711666665
1958-08-01,97.93066,134.97147825,140.9172965,132.22101253333332,133.23591290833332
1958-09-01,91.66923,132.13168875,139.82538899999997,132.2859992,133.37295657500002
1958-10-01,79.24926,128.98045875,138.37888983333335,132.24588613333333,133.43698410833332
1958-11-01,90.247055,126.21022625,137.06461608333333,132.45138705,133.55956985
1958-12-01,99.97141,123.61674875000001,135.76171025,132.76209505,133.55856897500001
1959-01-01,107.17359,121.59368958333334,134.00965775,132.96729063333333,133.30731789166666
1959-02-01,129.45999,120.36530625,132.32289219444445,133.41720896666666,133.097948725
1959-03-01,143.1134,118.21602041666667,131.34728719444445,133.81767888333334,132.934728725
1959-04-01,144.32695,115.24746875000001,130.64059330555554,134.08180188333333,132.75660014166667
1959-05-01,150.50061,114.15243458333333,130.11224191666668,134.50026355,132.56076189166666
1959-06-01,142.6009,115.04781208333334,129.96361608333333,134.79175621666667,132.36797889166667
1959-07-01,124.04079,116.69032041666668,129.8699678888889,134.94584321666667,132.21559280833333
1959-08-01,116.75021,118.25861625,130.22802372222225,135.20590438333335,132.22590009166666
1959-09-01,121.93024,120.78036708333333,131.1967503888889,135.62505271666666,132.411597925
1959-10-01,119.22779,124.11191125,131.95848927777777,135.86835498333332,132.49432559166667
1959-11-01,107.8691,125.580415,132.30342427777776,135.74225565,132.44317634166666
1959-12-01,120.985016,127.33154883333334,132.8537375,135.76143575,132.41377634166668
1960-01-01,141.36229,130.18060716666668,133.44208555555556,135.99428008333334,132.35552600833333
1960-02-01,155.387,132.34119133333334,134.27989472222222,135.95922025,132.35783234166666
1960-03-01,170.49854,134.62328633333334,135.31343527777778,135.99834008333335,132.57122817500002
1960-04-01,171.3057,136.8715155,135.56157416666667,136.20561075,132.866683675
1960-05-01,154.51527,137.2060705,134.31063055555558,136.19300025,133.00768675833334
1960-06-01,127.6293,135.95843716666664,132.09831166666666,135.82953325,133.02882759166667
1960-07-01,106.56542,134.50215633333332,130.1411611111111,135.33133525,133.01186571666668
1960-08-01,89.85294,132.26071716666667,128.49693722222224,134.65424458333334,133.02949838333333
1960-09-01,83.79967,129.08316966666666,127.33174183333333,133.86794075,132.98972555
1960-10-01,91.66842,126.7865555,126.6263085,133.20702724999998,132.94013335
1960-11-01,107.77842,126.77899883333333,126.18988002777779,132.71065241666668,132.90659235
1960-12-01,113.03483,126.11648333333333,125.68826030555556,132.14663258333334,132.81520201666666
1961-01-01,105.13175,123.09727166666666,124.95718947222223,131.06137041666668,132.54091685
1961-02-01,104.86438,118.88705333333333,123.86451697222225,129.63938425,132.20643168333334
1961-03-01,116.10511,114.35426749999999,122.39785808333333,128.60388308333333,131.9323531
1961-04-01,122.335396,110.27340883333333,120.79746436111112,127.81334085,131.56336806666667
1961-05-01,120.185104,107.41256166666666,119.59035558333335,126.99107158333335,131.11861618333333
1961-06-01,103.50326,105.40205833333334,118.80276919444444,126.25026875,130.70235343333334
1961-07-01,98.133095,104.69936458333332,118.63061377777778,125.76228491666667,130.34403564166666
1961-08-01,108.81816,106.27979958333333,118.93304433333333,125.84491758333334,130.13089530833335
1961-09-01,116.87376,109.03597375,119.63317016666669,126.34187891666667,130.12603539166668
1961-10-01,132.33635,112.42496791666666,121.10781155555554,127.01739825,130.27460551666667
1961-11-01,149.94675,115.93899541666667,122.76613641666667,127.92565341666666,130.4833021
1961-12-01,155.91139,119.51204208333333,124.32002475,128.83794758333335,130.47807885
1962-01-01,161.90814,124.24340791666667,125.84042891666665,129.53338725,130.21865985000002
1962-02-01,182.84052,130.74141958333334,127.32322141666668,130.4936314166667,130.0758931
1962-03-01,207.70325,138.37459791666666,129.11738391666665,131.73383425,130.03278993333333
1962-04-01,219.89038,146.5041799166667,131.21636808333332,132.69246225,129.93921226666666
1962-05-01,222.15784,155.00190791666668,133.20684669444447,133.06927224999998,129.92245426666668
1962-06-01,204.6257,163.42877791666666,134.92975780555557,133.02515424999999,129.97184693333332
1962-07-01,177.86665,170.07324083333333,136.42492058333335,133.03921775,130.11415293333332
1962-08-01,141.96336,172.83534083333333,137.1252858611111,132.92119041666666,130.23990485
1962-09-01,118.97415,173.01037333333332,137.04317225,132.80831451666666,130.36221476666665
1962-10-01,118.136154,171.8270236666667,137.01284902777778,132.82618341666665,130.6089183
1962-11-01,116.108,169.00712783333333,137.2417073611111,132.70315266666665,130.81157121666666
1962-12-01,108.25826,165.03603366666667,136.8881863611111,132.32257133333334,130.88661588333335
1963-01-01,106.10702,160.38594033333334,135.90887330555555,131.90018333333333,130.86297238333333
1963-02-01,108.4395,154.18585533333334,134.60477608333335,131.30416516666668,130.80202488333333
1963-03-01,122.75072,147.10647783333334,133.27844775,130.53493,130.87230138333334
1963-04-01,159.83455,142.10182533333332,132.95980469444441,130.19967966666667,131.11776646666667
1963-05-01,163.1899,137.18783033333332,133.2007666388889,130.192161,131.2961248
1963-06-01,174.3881,134.66803033333335,134.49962219444444,130.90102316666668,131.7114643
1963-07-01,162.24147,133.36593200000002,136.0461791388889,131.86620283333335,132.1010013
1963-08-01,135.30428,132.81100866666665,137.30871636111112,132.48909650000002,132.35505451666666
1963-09-01,128.77176,133.62747616666667,138.55794108333333,133.107472,132.69673559999998
1963-10-01,127.83954,134.43609166666667,139.56269441666666,133.91731,133.0815980666667
1963-11-01,141.77335,136.57487083333334,140.50699802777777,134.77608158333334,133.61373431666667
1963-12-01,154.34987,140.41583833333334,141.6546380277778,135.68238925,134.22224215
1964-01-01,151.4884,144.19762,142.94232275,136.42096941666665,134.694130025
1964-02-01,146.2052,147.34476166666667,144.0906788611111,136.70005625000002,135.05863260833334
1964-03-01,153.82927,149.93464083333333,145.13857219444446,136.87865408333334,135.34816648333333
1964-04-01,178.66237,151.50362583333333,146.7032103611111,137.45091108333332,135.76635648333334
1964-05-01,200.14027,154.58282333333335,148.92418719444444,138.27823875,136.38925115
1964-06-01,227.33022,158.99466666666666,152.36382497222223,139.69039408333336,137.24107515
1964-07-01,210.5752,163.0224775,155.48721677777777,141.13263425,138.03923873333332
1964-08-01,165.16173,165.51059833333332,157.05231594444444,141.93949291666667,138.57269864999998
1964-09-01,141.51675,166.57268083333332,157.73684344444442,142.26593474999999,138.94549373333334
1964-10-01,128.30167,166.61119166666666,157.62476900000001,142.41716608333334,139.14276053333333
1964-11-01,131.68205,165.77025,157.11741622222223,142.81404858333335,139.27815211666666
1964-12-01,166.65424,166.79561416666667,157.41582872222222,143.57520231666666,139.66831903333332
1965-01-01,195.22871,170.44064,158.3414001111111,144.47297598333336,140.23362803333336
1965-02-01,194.83063,174.49275916666667,158.67445872222223,145.13036981666667,140.54479503333332
1965-03-01,187.87483,177.32988916666667,158.1236692777778,145.41997464999997,140.70915736666666
1965-04-01,188.70157,178.16648916666668,157.25731344444446,145.7099058166667,140.95775828333336
1965-05-01,200.17236,178.16916333333333,156.6466056666667,146.4708573166667,141.33192878333332
1965-06-01,197.83524,175.71124833333332,156.45798177777777,147.64095631666666,141.73524478333334
1965-07-01,180.23157,173.1826125,156.523674,148.86872548333332,142.10003036666666
1965-08-01,177.48924,174.20990500000002,157.510504,150.32933048333334,142.49178753333334
1965-09-01,184.9427,177.82873416666666,159.3429637222222,152.01504764999999,142.9414942
1965-10-01,180.27321,182.15969583333333,161.06899305555555,153.49179415,143.3494107
1965-11-01,171.19101,185.45210916666667,162.5990766666667,154.54867065,143.62966153333335
1965-12-01,176.3331,186.2586808333333,164.49004444444444,155.60364181666665,143.8751372
1966-01-01,179.83452,184.97583166666666,166.53803055555557,156.84868798333335,143.9550292
1966-02-01,175.23103,183.34253166666667,168.39335083333333,158.02146548333334,143.83042486666668
1966-03-01,172.27914,182.04289083333333,169.76914027777778,158.95769931666666,143.78079119999998
1966-04-01,166.59941,180.20104416666666,169.95705305555555,159.69543288333335,143.7543868666667
1966-05-01,151.31088,176.12925416666667,169.62708027777776,160.2141958166667,143.60263369999998
1966-06-01,124.50473,170.01837833333335,168.24143111111113,160.56422031666665,143.4072445333333
1966-07-01,97.96842,163.16311583333334,166.4560686111111,160.56147573333334,143.161880325
1966-08-01,82.41532,155.24028916666666,164.9869308333333,160.12142839999999,142.9831729916667
1966-09-01,77.35936,146.27501083333334,163.55880861111112,159.46285506666666,142.90236699166664
1966-10-01,86.903854,138.49423116666668,162.42170622222224,158.70564679999998,142.861522525
1966-11-01,96.26314,132.250242,161.1575337222222,157.81091996666666,142.86828669166664
1966-12-01,117.19016,127.32166366666667,160.12531955555556,157.16556613333336,143.00175685833335
1967-01-01,148.42624,124.70430699999999,160.04025955555556,156.94086779999998,143.23712752500003
1967-02-01,152.31277,122.79445199999999,160.20991427777778,156.43207196666665,143.46285169166669
1967-03-01,153.02782,121.19017533333334,160.18765177777777,155.5208148,143.627324525
1967-04-01,160.02878,120.64262283333335,159.67005205555557,154.52312146666665,143.60779185833334
1967-05-01,173.44905,122.48747033333335,158.92862927777776,153.7113083,143.390290275
1967-06-01,200.56935,128.82618866666667,158.18527177777779,153.64370246666667,143.33442835833333
1967-07-01,202.68538,137.552602,157.9661101111111,154.05734796666667,143.54828285833335
1967-08-01,162.23601,144.20432616666668,157.88484011111112,154.39522546666666,143.6582079416667
1967-09-01,146.70586,149.98320116666667,158.02898205555556,154.85742063333333,143.832867575
1967-10-01,145.17352,154.83900666666668,158.49764455555555,155.3080434,144.0671134083333
1967-11-01,138.26025,158.33876583333333,158.68037233333334,155.67724756666667,144.19020011666666
1967-12-01,149.32964,161.01705583333333,158.19913344444447,156.36177056666665,144.34217095
1968-01-01,158.98337,161.89681666666667,157.19231844444445,157.24304306666667,144.57161320000003
1968-02-01,165.57832,163.00227916666668,156.37975427777778,158.19535673333334,144.74976095000002
1968-03-01,184.07579,165.58961,156.27422538888888,159.21744123333335,144.87618561666667
1968-04-01,205.77979,169.40219416666665,156.7486203888889,159.98319523333333,145.09143745
1968-05-01,214.19498,172.79768833333333,157.13813761111112,160.83327989999998,145.51272045000002
1968-06-01,202.51538,172.9598575,157.2681415,161.30206790000003,146.1015455333333
1968-07-01,184.8566,171.47412583333335,157.39661455555557,161.67898673333332,146.77259478333335
1968-08-01,194.13559,174.13242416666665,157.85901316666667,162.65950856666666,147.5743025333333
1968-09-01,191.02551,177.82572833333333,158.0279801111111,163.69707106666667,148.40227153333333
1968-10-01,187.31673,181.3376625,158.22363344444446,164.68835756666664,149.30283378333334
1968-11-01,186.41635,185.35067083333334,158.64655955555554,165.43240756666668,150.104244575
1968-12-01,197.86598,189.39536583333336,159.24469511111113,166.15767606666665,150.92003265833333
1969-01-01,221.04048,194.56679166666663,160.3893051111111,167.3168774,151.8689234083333
1969-02-01,250.73705,201.6633525,162.48669455555554,169.05907489999998,152.879565575
1969-03-01,263.3845,208.27241166666667,165.01739899999998,170.88499540000004,153.88182474166666
1969-04-01,266.5148,213.33366249999997,167.7928265,172.34920256666666,154.90005682499998
1969-05-01,239.5376,215.4455475,170.24356872222222,173.0058247333333,155.64203174166667
1969-06-01,228.00409,217.5696066666667,173.11855094444442,173.01705589999997,156.35372499166667
1969-07-01,208.2956,219.52285666666668,176.18319483333335,172.97906256666664,157.05584840833333
1969-08-01,169.21646,217.4462625,178.59433761111111,173.04664140000003,157.49306715833333
1969-09-01,140.91502,213.27038833333333,180.3597726111111,173.03661256666663,157.6512736583333
1969-10-01,149.14734,210.0896058333333,182.08875833333332,173.38404040000003,157.90060324166663
1969-11-01,161.09383,207.9793958333333,183.88961083333334,173.87423673333333,158.3441426583333
1969-12-01,162.24048,205.01060416666667,185.1410086111111,173.80067406666666,158.68793819166666
1970-01-01,160.45193,199.96155833333333,185.47505555555554,173.22106106666666,158.84701852499998
1970-02-01,153.95297,191.89621833333334,185.52061666666668,172.53976673333332,158.835068275
1970-03-01,158.66661,183.1697275,185.6772497222222,172.05296306666668,158.73646885833332
1970-04-01,178.48291,175.83373666666668,186.18986444444442,171.88265206666665,158.79627894166666
1970-05-01,182.96756,171.11956666666666,186.45426750000001,171.5959054,159.03338135833332
1970-06-01,190.03548,167.95551583333332,186.16165999999998,171.46590940000002,159.55343285833334
1970-07-01,184.67612,165.98722583333333,185.66140277777777,171.53998523333337,160.20435535833334
1970-08-01,153.12747,164.64647666666664,185.4083877777778,171.13395573333335,160.73164310833332
1970-09-01,143.89355,164.8946875,185.33026805555556,170.4498032333333,161.23242544166666
1970-10-01,152.01755,165.13387166666666,185.52038,169.97887556666666,161.73533485833335
1970-11-01,164.8863,165.44991083333335,186.2599925,169.87379706666667,162.21123385833334
1970-12-01,187.63876,167.56643416666665,187.3241347222222,170.06222473333335,162.83293327500002
1971-01-01,203.00821,171.11279083333332,188.54704694444445,170.4484529,163.6485704416667
1971-02-01,224.83267,177.0194325,190.19300111111113,171.27514689999998,164.64830619166668
1971-03-01,230.11345,182.97333583333332,191.471825,172.23905206666666,165.59837569166666
1971-04-01,242.55768,188.31289999999998,192.49343305555556,173.50502323333333,166.60022805833333
1971-05-01,250.89629,193.9736275,193.51291388888887,175.16478006666665,167.68948794166667
1971-06-01,221.84775,196.62464999999997,194.04992416666664,176.78716373333333,168.67569202500002
1971-07-01,185.05516,196.6562366666667,194.05543972222225,178.23860939999997,169.40004256666668
1971-08-01,164.39273,197.5950083333333,193.22924916666665,179.60489956666666,169.86316398333335
1971-09-01,163.84322,199.25748083333335,192.47418555555555,181.04629723333335,170.25457615
1971-10-01,190.73454,202.48389666666665,192.56912472222223,182.77680866666665,170.74122773333335
1971-11-01,199.74263,205.38859083333332,192.93929916666667,184.50146683333332,171.1561934
1971-12-01,199.2217,206.35383583333336,192.97695805555554,185.86865916666665,171.51711265
1972-01-01,200.86397,206.17514916666667,192.41649944444444,186.74262133333335,171.84174456666668
1972-02-01,189.45247,203.22679916666667,190.71415000000002,187.36161633333333,171.89684415
1972-03-01,170.11232,198.226705,188.12325611111112,187.646358,171.5835864
1972-04-01,185.57776,193.47837833333335,185.875005,188.07217433333335,171.2976479
1972-05-01,184.31938,187.9303025,184.34116555555553,188.2533465,170.9823274
1972-06-01,156.22604,182.46182666666667,182.34733083333333,187.51429133333332,170.57899690000002
1972-07-01,124.15861,177.3871141666667,180.0101922222222,186.20551183333333,170.1314299
1972-08-01,105.79108,172.50364333333334,178.2483761111111,185.26476300000002,169.8299942333333
1972-09-01,99.48143,167.14016083333334,177.09744305555557,184.47768916666666,169.6675549
1972-10-01,121.990326,161.41147633333335,176.34308155555559,184.09130259999998,169.69967300000002
1972-11-01,147.76338,157.07987216666666,175.97279127777776,184.24968810000001,169.96346783333334
1972-12-01,176.30511,155.17015633333335,176.36347544444445,184.69927926666665,170.53052491666668
1973-01-01,208.1328,155.77589216666667,177.68794405555556,185.51843643333333,171.38073974999998
1973-02-01,209.15794,157.41801466666666,179.22141544444446,186.24476343333333,172.22006008333335
1973-03-01,219.93938,161.5702696666667,180.92343683333334,186.8424899333333,173.02996558333334
1973-04-01,235.62508,165.74087966666667,182.51071933333333,187.33991143333336,173.66155333333333
1973-05-01,222.96086,168.961003,183.62164433333334,187.48600943333335,174.15964466666668
1973-06-01,192.83688,172.01190633333331,183.699461,187.3247011,174.3133845
1973-07-01,172.75761,176.061823,183.36839127777776,187.12305126666666,174.401019
1973-08-01,157.06569,180.33470716666667,183.47778627777777,186.50521960000003,174.58236408333332
1973-09-01,156.81123,185.1121905,183.83661072222222,185.9349816,174.81602633333333
1973-10-01,156.00145,187.94645083333333,183.9472746111111,185.4130602666667,175.05070891666668
1973-11-01,158.34808,188.82850916666666,183.76565738888888,184.94525576666666,175.1888316666667
1973-12-01,172.28395,188.4934125,183.3391348888889,184.51888860000003,175.33828233333332
1974-01-01,183.5406,186.44406249999997,182.79836794444444,183.8938906,175.605384
1974-02-01,185.25847,184.45244,181.6990846111111,182.80258093333333,175.93082791666666
1974-03-01,179.80286,181.10772999999998,180.30156822222224,181.40955359999998,176.1472745
1974-04-01,188.15004,177.15147666666667,178.79024488888888,180.10347426666667,176.22633841666666
1974-05-01,175.00688,173.15531166666665,176.68220572222222,179.0279622666667,176.0168935
1974-06-01,142.1725,168.93328,174.46900433333334,177.59743576666668,175.30724583333333
1974-07-01,113.28613,163.97732333333335,172.47542016666665,176.0139446,174.49650358333335
1974-08-01,90.36685,158.41908666666666,170.41914572222223,174.69978443333332,173.87321291666666
1974-09-01,73.66808,151.49049083333335,167.91428072222223,173.5790021,173.30780733333333
1974-10-01,79.76562,145.137505,164.83181072222223,172.4226401,172.90334025
1974-11-01,96.86854,140.01421,161.97419711111112,171.3522186,172.6132276666667
1974-12-01,106.44471,134.52760666666666,159.3970585,170.42228909999997,172.11148158333336
1975-01-01,112.65744,128.62067666666667,156.94687711111112,169.62571426666668,171.42338766666666
1975-02-01,115.28176,122.78928416666666,154.8865796111111,168.98119409999998,170.7604804166667
1975-03-01,135.69925,119.11398333333334,153.93066100000001,168.59840476666665,170.32568391666666
1975-04-01,157.37907,116.54973583333333,153.14736405555558,168.2466741,170.06466308333333
1975-05-01,172.05821,116.30401333333333,152.806776,168.0648516,169.8303785
1975-06-01,192.20859,120.47368750000003,153.80629127777777,168.1010701,169.78348975
1975-07-01,181.2582,126.13802666666668,155.392391,168.04410476666666,169.792045
1975-08-01,145.9788,130.77235583333334,156.50871655555557,167.9249602666667,169.529458
1975-09-01,125.01222,135.05103416666665,157.21790516666667,167.61027143333334,169.03003733333335
1975-10-01,129.3842,139.18591583333333,157.42329055555555,167.23304893333335,168.60596225000003
1975-11-01,147.35722,143.39330583333336,157.41200833333335,166.9408976,168.40734733333332
1975-12-01,159.55885,147.81948416666668,156.94683444444445,166.4728991,168.26756191666666
1976-01-01,161.38918,151.88046250000002,155.64840055555555,165.7792486,168.11385074999998
1976-02-01,168.53023,156.317835,154.51985305555553,164.8408746,168.05801075
1976-03-01,182.24855,160.19694333333334,153.47288555555554,164.04312626666666,168.14108916666666
1976-04-01,195.68864,163.3894075,152.36354,163.2619756,168.38349941666667
1976-05-01,190.08542,164.891675,151.45033333333333,162.2484611,168.70662058333335
1976-06-01,161.79164,162.35692916666667,150.58796555555557,161.24752593333335,169.01734483333334
1976-07-01,146.20554,159.43587416666665,149.85040805555556,160.6000322666667,169.41932083333333
1976-08-01,132.36284,158.30121083333333,149.16421777777776,160.06620076666664,169.83555016666665
1976-09-01,120.19946,157.9001475,148.14722416666666,159.33880476666667,170.192551
1976-10-01,113.000046,156.53480133333332,146.95274072222222,158.04322986666668,170.41001926666667
1976-11-01,109.75008,153.400873,145.6027962777778,156.54335403333334,170.52241043333333
1976-12-01,104.25852,148.79251216666668,143.713201,154.96063436666665,170.41464676666666
1977-01-01,104.85377,144.08122799999998,141.52745572222224,153.36046436666666,170.05154284999998
1977-02-01,103.46494,138.6591205,139.25541322222224,151.92733886666664,169.6444776
1977-03-01,114.062454,132.97694583333333,137.4292908333333,150.99317443333334,169.31976621666666
1977-04-01,120.84535,126.740005,135.5597161111111,149.91430093333332,168.9932376333333
1977-05-01,140.54451,122.61159583333334,134.60242805555558,149.18471976666666,168.7190331333333
1977-06-01,141.43893,120.91553666666665,134.5820511111111,148.93826793333335,168.22627963333335
1977-07-01,133.12607,119.82558083333333,135.13316055555555,149.0877256,167.64661871666667
1977-08-01,135.15475,120.05824,136.37726888888886,149.57712009999997,167.42094154999998
1977-09-01,132.65839,121.09648416666666,138.0158886111111,150.13006943333332,167.3038793
1977-10-01,127.347115,122.29207325,139.33759680555556,150.21934925000002,167.155325925
1977-11-01,117.54948,122.94202324999999,139.9120673611111,149.71578425,166.98273617499999
1977-12-01,113.82986,123.73963491666666,140.11721041666667,148.6745300833333,166.686904675
1978-01-01,131.77869,125.98337825,140.64835625,147.4019615833333,166.46019900833332
1978-02-01,160.56589,130.74179074999998,141.90624875,146.59209408333334,166.41842875833333
1978-03-01,193.95447,137.39945875,143.52444930555555,146.15901225000002,166.50075109166667
