Well_ID,pct_missing,rep,n_held,rank,n,kge,r2,rmse,mae,nse,r
415703112514501,20,17,57,3,57,-0.3275267382481979,-0.04882043188707752,5.1421764481018695,4.590356583687967,-0.04882043188707752,0.03147313829597316
415703112514501,20,18,57,3,57,-0.39548879927789926,-0.028644576662024246,5.305903243791064,4.493265334839762,-0.028644576662024246,-0.05647285513445935
415703112514501,20,19,57,3,57,-0.25696663906560024,0.011461882319835026,4.890903689051587,4.2474942283959916,0.011461882319835026,0.13866842626957537
415703112514501,30,0,86,3,86,-0.36441544549937754,-0.019353957675218414,5.163865108846999,4.480118182498678,-0.019353957675218414,-0.0029812254135583778
415703112514501,30,1,86,3,86,-0.30122962992281543,-0.04204082849426305,5.031971011736501,4.168709646521536,-0.04204082849426305,0.06766224141499372
415703112514501,30,2,86,3,86,-0.35468201996572923,-0.00433418562588006,5.099028730898983,4.239305742608976,-0.00433418562588006,0.014143010746286926
415703112514501,30,3,86,3,86,-0.2550977204122038,0.0006595601869749945,4.998190954304263,4.217787017794657,0.0006595601869749945,0.13896341540322468
415703112514501,30,4,86,3,86,-0.23277306911806894,0.019983943978403862,4.667067277147731,3.9784728998790957,0.019983943978403862,0.15804249274441304
415703112514501,30,5,86,3,86,-0.466543279962244,-0.08297265094914108,5.295508415981045,4.435892250973032,-0.08297265094914108,-0.18067982050439238
415703112514501,30,6,86,3,86,-0.29335717974084075,-0.0008995174499397685,5.076694721182493,4.249140517352073,-0.0008995174499397685,0.07223561361418324
415703112514501,30,7,86,3,86,-0.4002231114393875,-0.02121463397853196,5.157880030026007,4.371240586814628,-0.02121463397853196,-0.055290623691181866
415703112514501,30,8,86,3,86,-0.373217109267463,-0.018036309062456013,4.971064735652595,4.18212540088471,-0.018036309062456013,-0.03713696815827111
415703112514501,30,9,86,3,86,-0.3121325100091312,-0.014524876162205658,5.105944583000638,4.459007154947866,-0.014524876162205658,0.04208810243987259
415703112514501,30,10,86,3,86,-0.44378172874456867,-0.06714595171850468,5.082648209171223,4.243750458232985,-0.06714595171850468,-0.11304900506496134
415703112514501,30,11,86,3,86,-0.4104453748164223,-0.07128821823536047,5.109063423704646,4.504403222399877,-0.07128821823536047,-0.07196766489948093
415703112514501,30,12,86,3,86,-0.24645685435238995,0.016261608534928418,4.9364737807276065,4.101307325433005,0.016261608534928418,0.12936556221917989
415703112514501,30,13,86,3,86,-0.2803752531690258,0.0014417715891695826,4.964092141607012,4.177362910536241,0.0014417715891695826,0.10404569201035146
415703112514501,30,14,86,3,86,-0.3209266018913679,-0.033348555145269465,5.457463911253503,4.66791504723532,-0.033348555145269465,0.03338087807861049
415703112514501,30,15,86,3,86,-0.2937898732650974,0.004573684331818262,4.94947120400283,4.272289216148354,0.004573684331818262,0.08304776050790515
415703112514501,30,16,86,3,86,-0.3361254512859484,-0.061654425309386696,5.038516351280037,4.356408481407407,-0.061654425309386696,0.012515769374680198
415703112514501,30,17,86,3,86,-0.3201335631286195,-0.001199985954159155,5.055097585630645,4.27257459107824,-0.001199985954159155,0.04285991348185077
415703112514501,30,18,86,3,86,-0.3844735312558174,-0.02762597822236379,4.751624776294123,4.024668804353358,-0.02762597822236379,-0.03936285831299742
415703112514501,30,19,86,3,86,-0.3956264118803705,-0.024237556730941856,4.686666286152286,3.7902647296838823,-0.024237556730941856,-0.06800637934753136
415703112514501,40,0,115,3,115,-0.338929578116546,-0.022520588848493617,4.95139332128843,4.048609187238815,-0.022520588848493617,-0.007270653693270151
415703112514501,40,1,115,3,115,-0.27088931356428003,0.008915671599294739,5.2086166251022625,4.4288762388996945,0.008915671599294739,0.09603013197202619
415703112514501,40,2,115,3,115,-0.3200914322623132,-0.007850626475219169,5.264637693538823,4.467141470193375,-0.007850626475219169,0.05340711415583797
415703112514501,40,3,115,3,115,-0.37671646654399327,-0.041338361683261216,5.3452197747370755,4.366910335608594,-0.041338361683261216,-0.04809469211940187
415703112514501,40,4,115,3,115,-0.3154229839756155,-0.017643149314923168,4.94244512981767,4.096834947101564,-0.017643149314923168,0.044502393547151145
415703112514501,40,5,115,3,115,-0.3415855507952168,-0.05278801946642053,5.21558454878289,4.324495296971232,-0.05278801946642053,0.03274004011301963
415703112514501,40,6,115,3,115,-0.4478852902506094,-0.12546799328688785,5.277833094297108,4.382728900481094,-0.12546799328688785,-0.1621507566438907
415703112514501,40,7,115,3,115,-0.4067212514926304,-0.08335410980448477,5.404004924197222,4.46776470868813,-0.08335410980448477,-0.0810223581768062
415703112514501,40,8,115,3,115,-0.4295318439461224,-0.07164925995332783,5.163454535444673,4.316972118369528,-0.07164925995332783,-0.1311514231234314
