pct_missing,rep,status,n_removed,n_remaining,n_scored,mae,rmse,r,r2,kge,nse
10,37,ok,20,182,20.0,1.9268131282577088,2.4140326187891805,0.9104836582923763,0.8139579312803842,0.9078042472734901,0.8139579312803845
10,38,ok,20,182,20.0,1.3582378023050752,1.8040136187201683,0.9446494717351536,0.8917934883692985,0.9037204402304697,0.8917934883692986
10,39,ok,20,182,20.0,2.4012225623064296,3.7775597314951908,0.8285299756117842,0.6691136936614865,0.7789132387185209,0.669113693661487
10,40,ok,20,182,20.0,2.3313158524556457,2.720846826077909,0.8749153456616718,0.6774622110021616,0.868880620690954,0.6774622110021624
10,41,ok,20,182,20.0,2.372732715631855,3.2802463237220967,0.8734859791966288,0.7607738556332648,0.841343255379255,0.7607738556332652
10,42,ok,20,182,20.0,1.9907091930720981,2.4325379654948343,0.9301163832208804,0.863880170826324,0.8746789517363719,0.8638801708263242
10,43,ok,20,182,20.0,1.8157618452683437,2.1798067417931284,0.9296092726659282,0.862280572201796,0.9138282060312222,0.8622805722017962
10,44,ok,20,182,20.0,1.7593215582248376,2.098713632666254,0.9365619490995946,0.8768458980767507,0.9186679926652951,0.876845898076751
10,45,ok,20,182,20.0,2.1422458310673846,2.8908133052965557,0.8983086488751489,0.7998009057253903,0.8538525362625379,0.7998009057253905
10,46,ok,20,182,20.0,2.1349814237017197,2.6376745666753596,0.8736207946496641,0.7545949343243528,0.8682721919314653,0.7545949343243531
10,47,ok,20,182,20.0,1.901471147508346,2.2666213834371036,0.9128163810066611,0.8152308852809225,0.9125404110213318,0.8152308852809229
10,48,ok,20,182,20.0,1.612211741062356,2.1724762222125285,0.936644093059231,0.8689983366163565,0.9244340870214173,0.8689983366163567
10,49,ok,20,182,20.0,1.872315090001257,2.2615230982379013,0.9540463580081842,0.8760121375125027,0.9187565010586434,0.876012137512503
20,0,ok,40,162,40.0,1.8467783511683593,2.3800100836099576,0.9079645684551492,0.8212463502215736,0.872516328705087,0.8212463502215737
20,1,ok,40,162,40.0,1.8501137105401084,2.2508583428204525,0.9411593588468209,0.8814024699566192,0.8623058787436266,0.8814024699566192
20,2,ok,40,162,40.0,2.0288141298565963,2.6419477250536505,0.9154449888207172,0.8310826440839043,0.8207015511856652,0.8310826440839044
20,3,ok,40,162,40.0,2.166766040151333,2.9745257360242716,0.852731436456234,0.7188271666331741,0.7501980090594125,0.7188271666331743
20,4,ok,40,162,40.0,2.065398261938003,2.7727109735181803,0.8898565970909249,0.7817300726365914,0.8233973915449988,0.7817300726365916
20,5,ok,40,162,40.0,2.0898507803976827,3.0311479735973745,0.8701034496764373,0.7555295512734872,0.7947460197406016,0.7555295512734873
20,6,ok,40,162,40.0,1.2771411084317605,1.7239532494839451,0.9564098224422417,0.9144381844132876,0.9279417903470046,0.9144381844132876
20,7,ok,40,162,40.0,1.881603167890944,2.9524340376727305,0.8584822935414175,0.7293987853292482,0.8483873839865966,0.7293987853292485
20,8,ok,40,162,40.0,2.173436862998051,2.9110251676582926,0.8318396361969719,0.671442736954162,0.8125006964865997,0.6714427369541622
