resolution,Well_ID,rank,true_mean,true_elev,grid_elev,mc_kge,mc_r2,mc_rmse,mc_mae,mc_r,idw_kge,idw_r2,idw_rmse,idw_mae
0.5,414411112543701,5,4212.87427391022,1292.0,1276.0,-2.9101102339149456,-714138.7973814649,464.05550072234416,464.0473924706138,-0.16702003443111166,0.6829324897282889,-276.49881888754385,9.147636032035136,9.143106976126859
0.5,413805111492201,5,4750.748803389917,1466.0,1693.0,0.1611740966016144,-738.5370548464381,74.80606402695915,74.70522603846767,0.5725522443335945,0.26025029640010033,-4642.675549657273,187.4510032235136,187.43610634651
0.5,404007111585801,5,4398.971461735444,1351.0,2323.0,-14.867988858704932,-100320.38551951798,278.0826193763382,277.69513513728214,0.16001371363084857,-1.0657244411594502,-23641.38730661125,134.9965745364806,134.97172285637816
0.5,403524111512901,5,4562.420256168438,1418.0,2323.0,-7.709894801411133,-5656.7390363840295,114.84484611399468,113.96985975754377,0.46854886240906995,-0.008754835456860288,-350.92152847392225,28.642635210670917,28.52167918207166
0.5,403627111495701,5,4563.167171705558,1401.0,2323.0,-2.5848380714580945,-1213.1156882908838,114.08927393911608,113.22176906839393,0.33898275126410204,-0.09492563361016382,-79.94230240258307,29.457952510871575,29.14917391008219
0.5,403628111514301,5,4436.142201219031,1372.0,2323.0,-4.1413152668440745,-9915.095549492036,240.8467054509029,240.4616411885078,0.5548458672100575,0.71805659860434,-1634.6825843540146,97.81824649706542,97.800983372791
0.5,393814113522601,5,4749.1580957288015,1450.0,1769.0,-3.9752594269470123,-5974.041344188306,73.32340934472884,73.10894713928191,0.06345092796756573,0.2580579759636972,-3074.4056076173692,52.604560183301416,52.597604088680754
0.5,403524111572201,5,4388.040990756111,1364.0,2323.0,-5.02532657556042,-18680.993653688278,288.98286123119203,288.64418601858483,0.44485890510900106,0.5492041172572841,-4762.150495290284,145.91758336401784,145.9021938357106
0.5,415008111593901,5,4388.77316998358,1342.0,1378.0,-0.36490850911696815,-31478.197049239778,287.8698225104456,287.8594354032391,-0.35255870917294885,-0.22893680319650134,-4519.146118631885,109.0838742373326,109.04228718067783
0.5,414209111574001,5,4414.740961900602,1348.0,1693.0,-2.722944232956248,-66392.71162894786,261.9100230953173,261.87114124733193,0.32262997192523496,0.15549451585188978,-28385.614068529052,171.25586023197783,171.24954570451553
0.5,414642111511401,5,4435.501389964223,1356.0,1378.0,-0.6085734917710164,-70628.46149659535,241.06028836426813,241.0521257938281,-0.5332009540722358,-1.1177732855661664,-4685.059475419791,62.09213919523648,62.02750084240751
0.5,415926111571302,5,4502.928958641322,1376.0,1378.0,-0.4642499574176644,-52140.787722825684,173.51876700159167,173.51044979983587,-0.24524826172807038,-1.1962550179326947,-67.62654636815711,6.29505554006755,5.871655324157725
0.5,414721111590001,5,4424.7940829873905,1351.0,1378.0,-0.13206133951788668,-31942.879981535887,251.7860763300535,251.77756881690524,-0.12971359613002933,-0.41934341708787737,-2667.388025743673,72.7716746085979,72.70975971137983
0.5,415926111571301,5,4501.123750048388,1376.0,1378.0,-0.1750441194401824,-48918.66707200941,175.3253320938547,175.31871561144726,0.05331119127688034,-1.0508626626539574,-32.63130832792039,4.597003190066456,4.091897964303168
0.5,415638111493601,5,4463.5800326616545,1362.0,1378.0,-0.314531717560826,-15878.857095336649,212.94012986878334,212.92597376906733,-0.29796654316048116,-0.6198764402029788,-460.0929804630485,36.28511259239341,36.09415615049582
0.5,403627111495702,5,4565.665562475925,1401.0,2323.0,-2.3529199714652105,-1036.1697895090404,111.6355777353573,110.71913705889614,0.2681463675414753,-0.06696912542368194,-84.30899586821528,32.01659263151156,31.722377884102887
0.5,415506112030201,5,4883.4152907530515,1494.0,1512.0,0.2568809795217941,-7912.343029899895,207.62651946097108,207.60972408331358,0.2704942420739153,0.3708252153751824,-36694.36731402879,447.1038888776187,447.09966090514047
0.5,413840111552601,5,4470.655183680253,1365.0,1693.0,-1.3260157551841396,-13012.002153974732,205.95222057401267,205.86222614149113,-0.66664840025877,-0.7270165958740344,-4181.611647502736,116.76199299624206,116.724257090827
0.5,414134111544701,5,4400.738472153656,1352.0,1693.0,-1.1168718528442128,-21105.973491762164,275.9607581261494,275.89729511223436,-0.4975448536492358,-0.8008293545046383,-9714.441278899778,187.22576450196703,187.2005013757876
0.5,413609111495701,5,4800.123503050108,1467.0,1693.0,-3.851354322564762,-22640.982300264863,124.25762624643342,124.16346936254185,-0.030143886169300273,-0.0779359113654714,-98445.0738330955,259.098578203231,259.09427746404685
0.5,403002112123201,5,5457.263812258602,1705.0,1649.0,-0.40532285909419463,-203318.20455964893,782.4263712430446,782.4187581292517,0.5163208540767854,-6.823978402151424,-164492.5918192091,703.7667924416853,703.6134131028379
0.5,414857111495801,5,4482.401577195809,1373.0,1378.0,0.07657001321345136,-3041.41755072312,194.10133847449805,194.07249667959115,0.3163310037576606,0.31272471969378446,-17.812730486107032,15.263180431960032,14.897023056534055
